Id	CID	CASIdentifier	Name	IUPAC	InChIKey	InChI	SMILES
CAS:1309-37-1	518696	CAS:1309-37-1	Iron(III) oxide	oxo(oxoferriooxy)iron	JEIPFZHSYJVQDO-UHFFFAOYSA-N	InChI=1S/2Fe.3O	O=[Fe]O[Fe]=O
CAS:1309-38-2	14789	CAS:1309-38-2	Magnetite	hydroxy(oxo)iron;iron	UCNNJGDEJXIUCC-UHFFFAOYSA-L	InChI=1S/3Fe.2H2O.2O/h;;;2*1H2;;/q;2*+1;;;;/p-2	O[Fe]=O.O[Fe]=O.[Fe]
CAS:1308-38-9	517277	CAS:1308-38-9	Chromium(III) oxide	oxo(oxochromiooxy)chromium	QDOXWKRWXJOMAK-UHFFFAOYSA-N	InChI=1S/2Cr.3O	O=[Cr]O[Cr]=O
CAS:10045-97-3	5486527	CAS:10045-97-3	Cesium-137	cesium-137	TVFDJXOCXUVLDH-RNFDNDRNSA-N	InChI=1S/Cs/i1+4	[Cs]
CAS:7440-50-8	23978	CAS:7440-50-8	Copper	copper	RYGMFSIKBFXOCR-UHFFFAOYSA-N	InChI=1S/Cu	[Cu]
CAS:13982-63-3	9877911	CAS:13982-63-3	Radium-226	radium-226	HCWPIIXVSYCSAN-IGMARMGPSA-N	InChI=1S/Ra/i1+0	[Ra]
CAS:7440-61-1	23989	CAS:7440-61-1	Uranium	uranium	JFALSRSLKYAFGM-UHFFFAOYSA-N	InChI=1S/U	[U]
CAS:7439-89-6	23925	CAS:7439-89-6	Fe	iron	XEEYBQQBJWHFJM-UHFFFAOYSA-N	InChI=1S/Fe	[Fe]
CAS:10098-97-2	5486204	CAS:10098-97-2	Strontium-90	strontium-90	CIOAGBVUUVVLOB-NJFSPNSNSA-N	InChI=1S/Sr/i1+2	[Sr]
CAS:7429-90-5	5359268	CAS:7429-90-5	Aluminum	aluminum	XAGFODPZIPBFFR-UHFFFAOYSA-N	InChI=1S/Al	[Al]
CAS:7440-02-0	935	CAS:7440-02-0	Nickel	nickel	PXHVJJICTQNCMI-UHFFFAOYSA-N	InChI=1S/Ni	[Ni]
CAS:7440-22-4	23954	CAS:7440-22-4	Silver	silver	BQCADISMDOOEFD-UHFFFAOYSA-N	InChI=1S/Ag	[Ag]
CAS:10043-92-2	24857	CAS:10043-92-2	Radon	radon	SYUHGPGVQRZVTB-UHFFFAOYSA-N	InChI=1S/Rn	[Rn]
CAS:12001-28-4	86278622	CAS:12001-28-4	Crocidolite	trimagnesium;disodium;dihydroxy(oxo)silane;iron(3+)	ULEFFCDROVNTRO-UHFFFAOYSA-N	InChI=1S/2Fe.3Mg.2Na.8H2O3Si/c;;;;;;;8*1-4(2)3/h;;;;;;;8*1-2H/q2*+3;3*+2;2*+1;;;;;;;;	O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.O[Si](=O)O.[Na+].[Na+].[Mg+2].[Mg+2].[Mg+2].[Fe+3].[Fe+3]
CAS:7439-98-7	23932	CAS:7439-98-7	Molybdenum	molybdenum	ZOKXTWBITQBERF-UHFFFAOYSA-N	InChI=1S/Mo	[Mo]
CAS:124-38-9	280	CAS:124-38-9	Carbon dioxide	Carbon dioxide	CURLTUGMZLYLDI-UHFFFAOYSA-N	InChI=1S/CO2/c2-1-3	C(=O)=O
CAS:7778-18-9	24497	CAS:7778-18-9	Calcium sulfate	calcium;sulfate	OSGAYBCDTDRGGQ-UHFFFAOYSA-L	InChI=1S/Ca.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/q+2;/p-2	[O-]S(=O)(=O)[O-].[Ca+2]
CAS:7440-36-0	5354495	CAS:7440-36-0	Antimony	antimony	WATWJIUSRGPENY-UHFFFAOYSA-N	InChI=1S/Sb	[Sb]
CAS:7440-38-2	5359596	CAS:7440-38-2	Arsenic	arsenic	RQNWIZPPADIBDY-UHFFFAOYSA-N	InChI=1S/As	[As]
CAS:7778-39-4	234	CAS:7778-39-4	Arsenic acid	arsoric acid	DJHGAFSJWGLOIV-UHFFFAOYSA-N	InChI=1S/AsH3O4/c2-1(3,4)5/h(H3,2,3,4,5)	O[As](=O)(O)O
CAS:15502-74-6	544	CAS:15502-74-6	Arsorite	arsorite	OWTFKEBRIAXSMO-UHFFFAOYSA-N	InChI=1S/AsO3/c2-1(3)4/q-3	[O-][As]([O-])[O-]
CAS:7440-57-5	23985	CAS:7440-57-5	Gold	gold	PCHJSUWPFVWCPO-UHFFFAOYSA-N	InChI=1S/Au	[Au]
CAS:10102-44-0	3032552	CAS:10102-44-0	Nitrogen dioxide	Nitrogen dioxide	JCXJVPUVTGWSNB-UHFFFAOYSA-N	InChI=1S/NO2/c2-1-3	N(=O)[O]
CAS:7440-41-7	5460467	CAS:7440-41-7	Beryllium	beryllium	ATBAMAFKBVZNFJ-UHFFFAOYSA-N	InChI=1S/Be	[Be]
CAS:7440-69-9	5359367	CAS:7440-69-9	Bismuth	bismuth	JCXGWMGPZLAOME-UHFFFAOYSA-N	InChI=1S/Bi	[Bi]
CAS:7439-92-1	5352425	CAS:7439-92-1	Lead	lead	WABPQHHGFIMREM-UHFFFAOYSA-N	InChI=1S/Pb	[Pb]
CAS:7440-66-6	23994	CAS:7440-66-6	Zinc	zinc	HCHKCACWOHOZIP-UHFFFAOYSA-N	InChI=1S/Zn	[Zn]
CAS:7440-43-9	23973	CAS:7440-43-9	Cadmium	cadmium	BDOSMKKIYDKNTQ-UHFFFAOYSA-N	InChI=1S/Cd	[Cd]
CAS:7440-70-2	5460341	CAS:7440-70-2	Calcium	calcium	OYPRJOBELJOOCE-UHFFFAOYSA-N	InChI=1S/Ca	[Ca]
CAS:7440-47-3	23976	CAS:7440-47-3	Chromium	chromium	VYZAMTAEIAYCRO-UHFFFAOYSA-N	InChI=1S/Cr	[Cr]
CAS:7646-79-9	24288	CAS:7646-79-9	Cobalt chloride (CoCl2)	dichlorocobalt	GVPFVAHMJGGAJG-UHFFFAOYSA-L	InChI=1S/2ClH.Co/h2*1H;/q;;+2/p-2	Cl[Co]Cl
CAS:7439-96-5	23930	CAS:7439-96-5	Mn	manganese	PWHULOQIROXLJO-UHFFFAOYSA-N	InChI=1S/Mn	[Mn]
CAS:1317-33-5	14823	CAS:1317-33-5	Molybdenum disulfide	bis(sulfanylidene)molybdenum	CWQXQMHSOZUFJS-UHFFFAOYSA-N	InChI=1S/Mo.2S	S=[Mo]=S
CAS:7782-49-2	6326970	CAS:7782-49-2	Selenium	selenium	BUGBHKTXTAQXES-UHFFFAOYSA-N	InChI=1S/Se	[Se]
CAS:7439-97-6	23931	CAS:7439-97-6	Mercury	mercury	QSHDDOUJBYECFT-UHFFFAOYSA-N	InChI=1S/Hg	[Hg]
CAS:7440-31-5	5352426	CAS:7440-31-5	Tin powder	tin	ATJFFYVFTNAWJD-UHFFFAOYSA-N	InChI=1S/Sn	[Sn]
CAS:1313-27-5	14802	CAS:1313-27-5	Molybdenum trioxide	trioxomolybdenum	JKQOBWVOAYFWKG-UHFFFAOYSA-N	InChI=1S/Mo.3O	O=[Mo](=O)=O
CAS:10028-15-6	24823	CAS:10028-15-6	Ozone	ozone	CBENFWSGALASAD-UHFFFAOYSA-N	InChI=1S/O3/c1-3-2	[O-][O+]=O
CAS:7440-07-5	23940	CAS:7440-07-5	Plutonium	plutonium	OYEHPCDNVJXUIW-UHFFFAOYSA-N	InChI=1S/Pu	[Pu]
CAS:1314-20-1	14808	CAS:1314-20-1	Thorium dioxide	dioxothorium	ZCUFMDLYAMJYST-UHFFFAOYSA-N	InChI=1S/2O.Th	O=[Th]=O
CAS:7440-62-2	23990	CAS:7440-62-2	Vanadium	vanadium	LEONUFNNVUYDNQ-UHFFFAOYSA-N	InChI=1S/V	[V]
CAS:789-02-6	13089	CAS:789-02-6	o,p'-DDT	1-chloro-2-[2,2,2-trichloro-1-(4-chlorophenyl)ethyl]benzene	CVUGPAFCQJIYDT-UHFFFAOYSA-N	InChI=1S/C14H9Cl5/c15-10-7-5-9(6-8-10)13(14(17,18)19)11-3-1-2-4-12(11)16/h1-8,13H	C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl
CAS:57-27-2	5288826	CAS:57-27-2	Morphine	(4R,4aR,7S,7aR,12bS)-3-methyl-2,4,4a,7,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinoline-7,9-diol	BQJCRHHNABKAKU-KBQPJGBKSA-N	InChI=1S/C17H19NO3/c1-18-7-6-17-10-3-5-13(20)16(17)21-15-12(19)4-2-9(14(15)17)8-11(10)18/h2-5,10-11,13,16,19-20H,6-8H2,1H3/t10-,11+,13-,16-,17-/m0/s1	CN1CCC23C4C1CC5=C2C(=C(C=C5)O)OC3C(C=C4)O
CAS:303-47-9	442530	CAS:303-47-9	Ochratoxin A	(2S)-2-[[(3R)-5-chloro-8-hydroxy-3-methyl-1-oxo-3,4-dihydroisochromene-7-carbonyl]amino]-3-phenylpropanoic acid	RWQKHEORZBHNRI-BMIGLBTASA-N	InChI=1S/C20H18ClNO6/c1-10-7-12-14(21)9-13(17(23)16(12)20(27)28-10)18(24)22-15(19(25)26)8-11-5-3-2-4-6-11/h2-6,9-10,15,23H,7-8H2,1H3,(H,22,24)(H,25,26)/t10-,15+/m1/s1	CC1CC2=C(C=C(C(=C2C(=O)O1)O)C(=O)NC(CC3=CC=CC=C3)C(=O)O)Cl
CAS:94-74-6	7204	CAS:94-74-6	(4-Chloro-2-methylphenoxy)acetic acid	2-(4-chloro-2-methylphenoxy)acetic acid	WHKUVVPPKQRRBV-UHFFFAOYSA-N	InChI=1S/C9H9ClO3/c1-6-4-7(10)2-3-8(6)13-5-9(11)12/h2-4H,5H2,1H3,(H,11,12)	CC1=C(C=CC(=C1)Cl)OCC(=O)O
CAS:34911-55-2	444	CAS:34911-55-2	Bupropion	2-(tert-butylamino)-1-(3-chlorophenyl)propan-1-one	SNPPWIUOZRMYNY-UHFFFAOYSA-N	InChI=1S/C13H18ClNO/c1-9(15-13(2,3)4)12(16)10-6-5-7-11(14)8-10/h5-9,15H,1-4H3	CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
CAS:53-19-0	4211	CAS:53-19-0	Mitotane	1-chloro-2-[2,2-dichloro-1-(4-chlorophenyl)ethyl]benzene	JWBOIMRXGHLCPP-UHFFFAOYSA-N	InChI=1S/C14H10Cl4/c15-10-7-5-9(6-8-10)13(14(17)18)11-3-1-2-4-12(11)16/h1-8,13-14H	C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)C(Cl)Cl)Cl
CAS:90-43-7	7017	CAS:90-43-7	2-Phenylphenol	2-phenylphenol	LLEMOWNGBBNAJR-UHFFFAOYSA-N	InChI=1S/C12H10O/c13-12-9-5-4-8-11(12)10-6-2-1-3-7-10/h1-9,13H	C1=CC=C(C=C1)C2=CC=CC=C2O
CAS:132-64-9	568	CAS:132-64-9	Dibenzofuran	dibenzofuran	TXCDCPKCNAJMEE-UHFFFAOYSA-N	InChI=1S/C12H8O/c1-3-7-11-9(5-1)10-6-2-4-8-12(10)13-11/h1-8H	C1=CC=C2C(=C1)C3=CC=CC=C3O2
CAS:6811-73-0	10256668	CAS:6811-73-0	(13Z)-beta-Carotene	1,3,3-trimethyl-2-[(1E,3E,5E,7E,9E,11Z,13E,15E,17E)-3,7,12,16-tetramethyl-18-(2,6,6-trimethylcyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohexene	OENHQHLEOONYIE-MZMZTKINSA-N	InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17-,32-18+,33-21+,34-22+	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C
CAS:76-41-5	5284604	CAS:76-41-5	Oxymorphone	(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-methyl-2,4,5,6,7a,13-hexahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-one	UQCNKQCJZOAFTQ-ISWURRPUSA-N	InChI=1S/C17H19NO4/c1-18-7-6-16-13-9-2-3-10(19)14(13)22-15(16)11(20)4-5-17(16,21)12(18)8-9/h2-3,12,15,19,21H,4-8H2,1H3/t12-,15+,16+,17-/m1/s1	CN1CCC23C4C(=O)CCC2(C1CC5=C3C(=C(C=C5)O)O4)O
CAS:363-24-6	5280360	CAS:363-24-6	Dinoprostone	(Z)-7-[(1R,2R,3R)-3-hydroxy-2-[(E,3S)-3-hydroxyoct-1-enyl]-5-oxocyclopentyl]hept-5-enoic acid	XEYBRNLFEZDVAW-ARSRFYASSA-N	InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h4,7,12-13,15-17,19,21,23H,2-3,5-6,8-11,14H2,1H3,(H,24,25)/b7-4-,13-12+/t15-,16+,17+,19+/m0/s1	CCCCCC(C=CC1C(CC(=O)C1CC=CCCCC(=O)O)O)O
CAS:60-57-1	969491	CAS:60-57-1	Dieldrin	(1R,2S,3S,6R,7R,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene	DFBKLUNHFCTMDC-PICURKEMSA-N	InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2/t2-,3+,4+,5-,6-,7+,10+,11-	C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl
CAS:72-20-8	12358480	CAS:72-20-8	Hexadrin	(1R,2R,3R,6S,7S,8S,9S,11R)-3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene	DFBKLUNHFCTMDC-GKRDHZSOSA-N	InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2/t2-,3+,4-,5+,6-,7+,10-,11+	C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl
CAS:319-84-6	727	CAS:319-84-6	alpha-Hexachlorocyclohexane	alpha-Hexachlorocyclohexane	JLYXXMFPNIAWKQ-LKPKBOIGSA-N	InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4-,5+,6+/m0/s1	Cl[C@H]1[C@H](Cl)
CAS:319-85-7	727	CAS:319-85-7	beta-Hexachlorocyclohexane	beta-Hexachlorocyclohexane	JLYXXMFPNIAWKQ-LKPKBOIGSA-N	InChI=1S/C6H6Cl6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-6H/t1-,2-,3-,4-,5+,6+/m0/s1	Cl[C@H]1[C@H](Cl)
CAS:309-00-2	12310947	CAS:309-00-2	Aldrite	(1R,2R,3R,6S,7S,8S)-1,8,9,10,11,11-hexachlorotetracyclo[6.2.1.13,6.02,7]dodeca-4,9-diene	QBYJBZPUGVGKQQ-SJJAEHHWSA-N	InChI=1S/C12H8Cl6/c13-8-9(14)11(16)7-5-2-1-4(3-5)6(7)10(8,15)12(11,17)18/h1-2,4-7H,3H2/t4-,5+,6+,7-,10+,11-	C1C2C=CC1C3C2C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl
CAS:155681-22-4	13785704	CAS:155681-22-4	Oxy-Chlordane	(1S,2R,3S,5R,6R,7S,8R)-1,5,6,8,9,10,11,11-octachloro-4-oxatetracyclo[6.2.1.02,7.03,5]undec-9-ene	VWGNQYSIWFHEQU-ZJIZBUSHSA-N	InChI=1S/C10H4Cl8O/c11-3-1-2(6-9(3,16)19-6)8(15)5(13)4(12)7(1,14)10(8,17)18/h1-3,6H/t1-,2+,3+,6-,7+,8-,9+/m0/s1	C12C(C(C3(C1O3)Cl)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl
CAS:4376-20-9	20393	CAS:4376-20-9	2-(((2-Ethylhexyl)oxy)carbonyl)benzoic acid	2-(2-ethylhexoxycarbonyl)benzoic acid	DJDSLBVSSOQSLW-UHFFFAOYSA-N	InChI=1S/C16H22O4/c1-3-5-8-12(4-2)11-20-16(19)14-10-7-6-9-13(14)15(17)18/h6-7,9-10,12H,3-5,8,11H2,1-2H3,(H,17,18)	CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O
CAS:131-57-7	4632	CAS:131-57-7	Oxybenzone	(2-hydroxy-4-methoxyphenyl)-phenylmethanone	DXGLGDHPHMLXJC-UHFFFAOYSA-N	InChI=1S/C14H12O3/c1-17-11-7-8-12(13(15)9-11)14(16)10-5-3-2-4-6-10/h2-9,15H,1H3	COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O
CAS:67-48-1	6209	CAS:67-48-1	Choline chloride	2-hydroxyethyl(trimethyl)azanium;chloride	SGMZJAMFUVOLNK-UHFFFAOYSA-M	InChI=1S/C5H14NO.ClH/c1-6(2,3)4-5-7;/h7H,4-5H2,1-3H3;1H/q+1;/p-1	C[N+](C)(C)CCO.[Cl-]
CAS:144-68-3	5280899	CAS:144-68-3	Zeaxanthin	(1R)-4-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(4R)-4-hydroxy-2,6,6-trimethylcyclohexen-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-3,5,5-trimethylcyclohex-3-en-1-ol	JKQXZKUSFCKOGQ-QAYBQHTQSA-N	InChI=1S/C40H56O2/c1-29(17-13-19-31(3)21-23-37-33(5)25-35(41)27-39(37,7)8)15-11-12-16-30(2)18-14-20-32(4)22-24-38-34(6)26-36(42)28-40(38,9)10/h11-24,35-36,41-42H,25-28H2,1-10H3/b12-11+,17-13+,18-14+,23-21+,24-22+,29-15+,30-16+,31-19+,32-20+/t35-,36-/m1/s1	CC1=C(C(CC(C1)O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CC(CC2(C)C)O)C)C)C
CAS:6217-54-5	445580	CAS:6217-54-5	Docosahexaenoic acid	(4Z,7Z,10Z,13Z,16Z,19Z)-docosa-4,7,10,13,16,19-hexaenoic acid	MBMBGCFOFBJSGT-KUBAVDMBSA-N	InChI=1S/C22H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16,18-19H,2,5,8,11,14,17,20-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-	CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O
CAS:506-32-1	444899	CAS:506-32-1	Arachidonic acid	(5Z,8Z,11Z,14Z)-icosa-5,8,11,14-tetraenoic acid	YZXBAPSDXZZRGB-DOFZRALJSA-N	InChI=1S/C20H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-,16-15-	CCCCCC=CCC=CCC=CCC=CCCCC(=O)O
CAS:20590-32-3	5312531	CAS:20590-32-3	Mead acid	(5Z,8Z,11Z)-icosa-5,8,11-trienoic acid	UNSRRHDPHVZAHH-YOILPLPUSA-N	InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10,12-13,15-16H,2-8,11,14,17-19H2,1H3,(H,21,22)/b10-9-,13-12-,16-15-	CCCCCCCCC=CCC=CCC=CCCCC(=O)O
CAS:101468-86-4	11756979	CAS:101468-86-4	(5Z)-Lycopene	(6Z,8E,10E,12E,14E,16E,18E,20E,22E,24E,26E)-2,6,10,14,19,23,27,31-octamethyldotriaconta-2,6,8,10,12,14,16,18,20,22,24,26,30-tridecaene	OAIJSZIZWZSQBC-IKZLVQEUSA-N	InChI=1S/C40H56/c1-33(2)19-13-23-37(7)27-17-31-39(9)29-15-25-35(5)21-11-12-22-36(6)26-16-30-40(10)32-18-28-38(8)24-14-20-34(3)4/h11-12,15-22,25-32H,13-14,23-24H2,1-10H3/b12-11+,25-15+,26-16+,31-17+,32-18+,35-21+,36-22+,37-27-,38-28+,39-29+,40-30+	CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C
CAS:71-43-2	241	CAS:71-43-2	Benzene	benzene	UHOVQNZJYSORNB-UHFFFAOYSA-N	InChI=1S/C6H6/c1-2-4-6-5-3-1/h1-6H	C1=CC=CC=C1
CAS:24880-45-3	5497182	CAS:24880-45-3	Docosapentaenoic acid	(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoic acid	YUFFSWGQGVEMMI-JLNKQSITSA-N	InChI=1S/C22H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-,13-12-,16-15-	CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)O
CAS:7235-40-7	5280489	CAS:7235-40-7	beta-Carotene	1,3,3-trimethyl-2-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-3,7,12,16-tetramethyl-18-(2,6,6-trimethylcyclohexen-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohexene	OENHQHLEOONYIE-JLTXGRSLSA-N	InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-22,25-28H,15-16,23-24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(CCCC2(C)C)C)C)C
CAS:432-70-2	4369188	CAS:432-70-2	All-trans-alpha-Carotene	1,3,3-trimethyl-2-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-3,7,12,16-tetramethyl-18-(2,6,6-trimethylcyclohex-2-en-1-yl)octadeca-1,3,5,7,9,11,13,15,17-nonaenyl]cyclohexene	ANVAOWXLWRTKGA-JLTXGRSLSA-N	InChI=1S/C40H56/c1-31(19-13-21-33(3)25-27-37-35(5)23-15-29-39(37,7)8)17-11-12-18-32(2)20-14-22-34(4)26-28-38-36(6)24-16-30-40(38,9)10/h11-14,17-23,25-28,37H,15-16,24,29-30H2,1-10H3/b12-11+,19-13+,20-14+,27-25+,28-26+,31-17+,32-18+,33-21+,34-22+	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CCCC2(C)C)C)C)C
CAS:10417-94-4	446284	CAS:10417-94-4	Eicosapentaenoic acid	(5Z,8Z,11Z,14Z,17Z)-icosa-5,8,11,14,17-pentaenoic acid	JAZBEHYOTPTENJ-JLNKQSITSA-N	InChI=1S/C20H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10,12-13,15-16H,2,5,8,11,14,17-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-,13-12-,16-15-	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
CAS:28874-58-0	5497181	CAS:28874-58-0	Adrenic acid	(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoic acid	TWSWSIQAPQLDBP-DOFZRALJSA-N	InChI=1S/C22H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10,12-13,15-16H,2-5,8,11,14,17-21H2,1H3,(H,23,24)/b7-6-,10-9-,13-12-,16-15-	CCCCCC=CCC=CCC=CCC=CCCCCCC(=O)O
CAS:135410-20-7	213021	CAS:135410-20-7	Acetamiprid	N-[(6-chloropyridin-3-yl)methyl]-N'-cyano-N-methylethanimidamide	WCXDHFDTOYPNIE-UHFFFAOYSA-N	InChI=1S/C10H11ClN4/c1-8(14-7-12)15(2)6-9-3-4-10(11)13-5-9/h3-5H,6H2,1-2H3	CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl
CAS:112-79-8	637517	CAS:112-79-8	Elaidic acid	(E)-octadec-9-enoic acid	ZQPPMHVWECSIRJ-MDZDMXLPSA-N	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9+	CCCCCCCCC=CCCCCCCCC(=O)O
CAS:113852-37-2	60613	CAS:113852-37-2	Cidofovir	[(2S)-1-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxypropan-2-yl]oxymethylphosphonic acid	VWFCHDSQECPREK-LURJTMIESA-N	InChI=1S/C8H14N3O6P/c9-7-1-2-11(8(13)10-7)3-6(4-12)17-5-18(14,15)16/h1-2,6,12H,3-5H2,(H2,9,10,13)(H2,14,15,16)/t6-/m0/s1	C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O
CAS:17046-59-2	5312529	CAS:17046-59-2	11,14,17-Eicosatrienoic acid	(11Z,14Z,17Z)-icosa-11,14,17-trienoic acid	AHANXAKGNAKFSK-PDBXOOCHSA-N	InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h3-4,6-7,9-10H,2,5,8,11-19H2,1H3,(H,21,22)/b4-3-,7-6-,10-9-	CCC=CCC=CCC=CCCCCCCCCCC(=O)O
CAS:506-26-3	5280933	CAS:506-26-3	gamma-Linolenic acid	(6Z,9Z,12Z)-octadeca-6,9,12-trienoic acid	VZCCETWTMQHEPK-QNEBEIHSSA-N	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h6-7,9-10,12-13H,2-5,8,11,14-17H2,1H3,(H,19,20)/b7-6-,10-9-,13-12-	CCCCCC=CCC=CCC=CCCCCC(=O)O
CAS:1783-84-2	5280581	CAS:1783-84-2	Dihomo-gamma-linolenic acid	(8Z,11Z,14Z)-icosa-8,11,14-trienoic acid	HOBAELRKJCKHQD-QNEBEIHSSA-N	InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)/b7-6-,10-9-,13-12-	CCCCCC=CCC=CCC=CCCCCCCC(=O)O
CAS:463-40-1	5280934	CAS:463-40-1	Linolenic acid	(9Z,12Z,15Z)-octadeca-9,12,15-trienoic acid	DTOSIQBPPRVQHS-PDBXOOCHSA-N	InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-4,6-7,9-10H,2,5,8,11-17H2,1H3,(H,19,20)/b4-3-,7-6-,10-9-	CCC=CCC=CCC=CCCCCCCCC(=O)O
