Id	CID	CASIdentifier	Name	IUPAC	InChIKey	InChI	SMILES
CAS:76-44-8	3589	CAS:76-44-8	Heptachlor	1,5,7,8,9,10,10-heptachlorotricyclo[5.2.1.02,6]deca-3,8-diene	FRCCEHPWNOQAEU-UHFFFAOYSA-N	InChI=1S/C10H5Cl7/c11-4-2-1-3-5(4)9(15)7(13)6(12)8(3,14)10(9,16)17/h1-5H	C1=CC(C2C1C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl)Cl
CAS:1024-57-3	13930	CAS:1024-57-3	Heptachlor epoxide	1,6,8,9,10,11,11-heptachloro-4-oxatetracyclo[6.2.1.02,7.03,5]undec-9-ene	ZXFXBSWRVIQKOD-UHFFFAOYSA-N	InChI=1S/C10H5Cl7O/c11-3-1-2(4-5(3)18-4)9(15)7(13)6(12)8(1,14)10(9,16)17/h1-5H	C12C(C(C3C1O3)Cl)C4(C(=C(C2(C4(Cl)Cl)Cl)Cl)Cl)Cl
CAS:128-10-9	3048	CAS:128-10-9	Endrin	3,4,5,6,13,13-hexachloro-10-oxapentacyclo[6.3.1.13,6.02,7.09,11]tridec-4-ene	DFBKLUNHFCTMDC-UHFFFAOYSA-N	InChI=1S/C12H8Cl6O/c13-8-9(14)11(16)5-3-1-2(6-7(3)19-6)4(5)10(8,15)12(11,17)18/h2-7H,1H2	C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl
CAS:13560-89-9	26111	CAS:13560-89-9	Dechlorane plus	1,6,7,8,9,14,15,16,17,17,18,18-dodecachloropentacyclo[12.2.1.16,9.02,13.05,10]octadeca-7,15-diene	UGQQAJOWXNCOPY-UHFFFAOYSA-N	InChI=1S/C18H12Cl12/c19-9-10(20)15(25)7-3-4-8-6(2-1-5(7)13(9,23)17(15,27)28)14(24)11(21)12(22)16(8,26)18(14,29)30/h5-8H,1-4H2	C1CC2C(CCC3C1C4(C(=C(C3(C4(Cl)Cl)Cl)Cl)Cl)Cl)C5(C(=C(C2(C5(Cl)Cl)Cl)Cl)Cl)Cl
CAS:29907-56-0	153001	CAS:29907-56-0	9,12,13-Trihydroxyoctadec-10-enoic acid	9,12,13-trihydroxyoctadec-10-enoic acid	MDIUMSLCYIJBQC-UHFFFAOYSA-N	InChI=1S/C18H34O5/c1-2-3-7-11-16(20)17(21)14-13-15(19)10-8-5-4-6-9-12-18(22)23/h13-17,19-21H,2-12H2,1H3,(H,22,23)	CCCCCC(C(C=CC(CCCCCCCC(=O)O)O)O)O
CAS:15514-85-9	5282945	CAS:15514-85-9	Dimorphecolic acid	(10E,12E)-9-hydroxyoctadeca-10,12-dienoic acid	NPDSHTNEKLQQIJ-SIGMCMEVSA-N	InChI=1S/C18H32O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14,17,19H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-6+,14-11+	CCCCCC=CC=CC(CCCCCCCC(=O)O)O
CAS:54665-32-6	5283011	CAS:54665-32-6	9-Oxo-10,12-octadecadienoic acid	(10E,12E)-9-oxooctadeca-10,12-dienoic acid	LUZSWWYKKLTDHU-SIGMCMEVSA-N	InChI=1S/C18H30O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h6,8,11,14H,2-5,7,9-10,12-13,15-16H2,1H3,(H,20,21)/b8-6+,14-11+	CCCCCC=CC=CC(=O)CCCCCCCC(=O)O
CAS:5561-99-9	5282768	CAS:5561-99-9	11-Eicosenoic acid	(Z)-icos-11-enoic acid	BITHHVVYSMSWAG-KTKRTIGZSA-N	InChI=1S/C20H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10H,2-8,11-19H2,1H3,(H,21,22)/b10-9-	CCCCCCCCC=CCCCCCCCCCC(=O)O
CAS:207-08-9	9158	CAS:207-08-9	Benzo[k]fluoranthene	benzo[k]fluoranthene	HAXBIWFMXWRORI-UHFFFAOYSA-N	InChI=1S/C20H12/c1-2-6-15-12-19-17-10-4-8-13-7-3-9-16(20(13)17)18(19)11-14(15)5-1/h1-12H	C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1
CAS:5598-38-9	6439848	CAS:5598-38-9	Eicosadienoic acid	(11Z,14Z)-icosa-11,14-dienoic acid	XSXIVVZCUAHUJO-HZJYTTRNSA-N	InChI=1S/C20H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10H,2-5,8,11-19H2,1H3,(H,21,22)/b7-6-,10-9-	CCCCCC=CCC=CCCCCCCCCCC(=O)O
CAS:59985-28-3	1413	CAS:59985-28-3	12-Hydroxyicosa-5,8,10,14-tetraenoic acid	12-hydroxyicosa-5,8,10,14-tetraenoic acid	ZNHVWPKMFKADKW-UHFFFAOYSA-N	InChI=1S/C20H32O3/c1-2-3-4-5-10-13-16-19(21)17-14-11-8-6-7-9-12-15-18-20(22)23/h7-11,13-14,17,19,21H,2-6,12,15-16,18H2,1H3,(H,22,23)	CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)O
CAS:13018-46-7	6440310	CAS:13018-46-7	13-cis-Lycopene	(6E,8E,10E,12E,14E,16E,18Z,20E,22E,24E,26E)-2,6,10,14,19,23,27,31-octamethyldotriaconta-2,6,8,10,12,14,16,18,20,22,24,26,30-tridecaene	OAIJSZIZWZSQBC-FZXCKFLSSA-N	InChI=1S/C40H56/c1-33(2)19-13-23-37(7)27-17-31-39(9)29-15-25-35(5)21-11-12-22-36(6)26-16-30-40(10)32-18-28-38(8)24-14-20-34(3)4/h11-12,15-22,25-32H,13-14,23-24H2,1-10H3/b12-11+,25-15+,26-16+,31-17+,32-18+,35-21-,36-22+,37-27+,38-28+,39-29+,40-30+	CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C
CAS:7370-49-2	5282807	CAS:7370-49-2	13,16-Docosadienoic acid	(13E,16E)-docosa-13,16-dienoic acid	HVGRZDASOHMCSK-AVQMFFATSA-N	InChI=1S/C22H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10H,2-5,8,11-21H2,1H3,(H,23,24)/b7-6+,10-9+	CCCCCC=CCC=CCCCCCCCCCCCC(=O)O
CAS:5204-88-6	5282948	CAS:5204-88-6	13-Hydroxy-9,11-octadecadienoic acid	(9E,11E)-13-hydroxyoctadeca-9,11-dienoic acid	HNICUWMFWZBIFP-KDFHGORWSA-N	InChI=1S/C18H32O3/c1-2-3-11-14-17(19)15-12-9-7-5-4-6-8-10-13-16-18(20)21/h7,9,12,15,17,19H,2-6,8,10-11,13-14,16H2,1H3,(H,20,21)/b9-7+,15-12+	CCCCCC(C=CC=CCCCCCCCC(=O)O)O
CAS:31385-09-8	5283012	CAS:31385-09-8	13-OxoODE	(9E,11E)-13-oxooctadeca-9,11-dienoic acid	JHXAZBBVQSRKJR-KDFHGORWSA-N	InChI=1S/C18H30O3/c1-2-3-11-14-17(19)15-12-9-7-5-4-6-8-10-13-16-18(20)21/h7,9,12,15H,2-6,8,10-11,13-14,16H2,1H3,(H,20,21)/b9-7+,15-12+	CCCCCC(=O)C=CC=CCCCCCCCC(=O)O
CAS:59092-07-8	6440363	CAS:59092-07-8	(15Z)-Lycopene	(6E,8E,10E,12E,14E,16Z,18E,20E,22E,24E,26E)-2,6,10,14,19,23,27,31-octamethyldotriaconta-2,6,8,10,12,14,16,18,20,22,24,26,30-tridecaene	OAIJSZIZWZSQBC-XKKDEUFYSA-N	InChI=1S/C40H56/c1-33(2)19-13-23-37(7)27-17-31-39(9)29-15-25-35(5)21-11-12-22-36(6)26-16-30-40(10)32-18-28-38(8)24-14-20-34(3)4/h11-12,15-22,25-32H,13-14,23-24H2,1-10H3/b12-11-,25-15+,26-16+,31-17+,32-18+,35-21+,36-22+,37-27+,38-28+,39-29+,40-30+	CC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC=C(C)CCC=C(C)C)C)C)C)C
CAS:97850-14-1	1435	CAS:97850-14-1	15-Hydroxy-5,8,11,13,17-eicosapentaenoic acid	15-hydroxyicosa-5,8,11,13,17-pentaenoic acid	WLKCSMCLEKGITB-UHFFFAOYSA-N	InChI=1S/C20H30O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h3-5,8-11,13-14,17,19,21H,2,6-7,12,15-16,18H2,1H3,(H,22,23)	CCC=CCC(C=CC=CCC=CCC=CCCCC(=O)O)O
CAS:73945-47-8	5353283	CAS:73945-47-8	15-Hydroxy-5,8,11,13-eicosatetraenoic acid	(5E,8E,11E,13E)-15-hydroxyicosa-5,8,11,13-tetraenoic acid	JSFATNQSLKRBCI-NLORQXDXSA-N	InChI=1S/C20H32O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17,19,21H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4+,10-8+,11-9+,17-14+	CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O
CAS:82451-61-4	133910	CAS:82451-61-4	15-Hydroxyicosa-2,4,6-trienoic acid	15-hydroxyicosa-2,4,6-trienoic acid	FPMGOQWJNUZGTC-UHFFFAOYSA-N	InChI=1S/C20H34O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h6,8,10,12,15,18-19,21H,2-5,7,9,11,13-14,16-17H2,1H3,(H,22,23)	CCCCCC(CCCCCCCC=CC=CC=CC(=O)O)O
CAS:81416-72-0	5280701	CAS:81416-72-0	15-Oxo-ETE	(5Z,8Z,11Z,13E)-15-oxoicosa-5,8,11,13-tetraenoic acid	YGJTUEISKATQSM-USWFWKISSA-N	InChI=1S/C20H30O3/c1-2-3-13-16-19(21)17-14-11-9-7-5-4-6-8-10-12-15-18-20(22)23/h4-5,8-11,14,17H,2-3,6-7,12-13,15-16,18H2,1H3,(H,22,23)/b5-4-,10-8-,11-9-,17-14+	CCCCCC(=O)C=CC=CCC=CCC=CCCCC(=O)O
CAS:506-37-6	5281120	CAS:506-37-6	Nervonic acid	(Z)-tetracos-15-enoic acid	GWHCXVQVJPWHRF-KTKRTIGZSA-N	InChI=1S/C24H46O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24(25)26/h9-10H,2-8,11-23H2,1H3,(H,25,26)/b10-9-	CCCCCCCCC=CCCCCCCCCCCCCCC(=O)O
CAS:90780-52-2	6439179	CAS:90780-52-2	17-HDoHE	(4Z,7Z,10Z,13Z,15E,19Z)-17-hydroxydocosa-4,7,10,13,15,19-hexaenoic acid	SWTYBBUBEPPYCX-VIIQGJSXSA-N	InChI=1S/C22H32O3/c1-2-3-15-18-21(23)19-16-13-11-9-7-5-4-6-8-10-12-14-17-20-22(24)25/h3,5-8,11-16,19,21,23H,2,4,9-10,17-18,20H2,1H3,(H,24,25)/b7-5-,8-6-,13-11-,14-12-,15-3-,19-16+	CCC=CCC(C=CC=CCC=CCC=CCC=CCCC(=O)O)O
CAS:111974-69-7	5002	CAS:111974-69-7	Quetiapine	2-[2-(4-benzo[b][1,4]benzothiazepin-6-ylpiperazin-1-yl)ethoxy]ethanol	URKOMYMAXPYINW-UHFFFAOYSA-N	InChI=1S/C21H25N3O2S/c25-14-16-26-15-13-23-9-11-24(12-10-23)21-17-5-1-3-7-19(17)27-20-8-4-2-6-18(20)22-21/h1-8,25H,9-16H2	C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42
CAS:16676-91-8	28558	CAS:16676-91-8	2-Amino-3-(methylamino)propanoic acid	2-amino-3-(methylamino)propanoic acid	UJVHVMNGOZXSOZ-UHFFFAOYSA-N	InChI=1S/C4H10N2O2/c1-6-2-3(5)4(7)8/h3,6H,2,5H2,1H3,(H,7,8)	CNCC(C(=O)O)N
CAS:147217-75-2	14274807	CAS:147217-75-2	2,2',4-Tribromodiphenyl ether	2,4-dibromo-1-(2-bromophenoxy)benzene	VYBFILXLBMWOLI-UHFFFAOYSA-N	InChI=1S/C12H7Br3O/c13-8-5-6-12(10(15)7-8)16-11-4-2-1-3-9(11)14/h1-7H	C1=CC=C(C(=C1)OC2=C(C=C(C=C2)Br)Br)Br
CAS:78-51-3	6540	CAS:78-51-3	Tris(2-butoxyethyl) phosphate	tris(2-butoxyethyl) phosphate	WTLBZVNBAKMVDP-UHFFFAOYSA-N	InChI=1S/C18H39O7P/c1-4-7-10-20-13-16-23-26(19,24-17-14-21-11-8-5-2)25-18-15-22-12-9-6-3/h4-18H2,1-3H3	CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC
CAS:110-43-0	8051	CAS:110-43-0	2-Heptanone	heptan-2-one	CATSNJVOTSVZJV-UHFFFAOYSA-N	InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3	CCCCCC(=O)C
CAS:118-58-1	8363	CAS:118-58-1	Benzyl salicylate	benzyl 2-hydroxybenzoate	ZCTQGTTXIYCGGC-UHFFFAOYSA-N	InChI=1S/C14H12O3/c15-13-9-5-4-8-12(13)14(16)17-10-11-6-2-1-3-7-11/h1-9,15H,10H2	C1=CC=C(C=C1)COC(=O)C2=CC=CC=C2O
CAS:135-19-3	8663	CAS:135-19-3	2-Naphthol	naphthalen-2-ol	JWAZRIHNYRIHIV-UHFFFAOYSA-N	InChI=1S/C10H8O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h1-7,11H	C1=CC=C2C=C(C=CC2=C1)O
CAS:623-42-7	12180	CAS:623-42-7	Methyl butyrate	methyl butanoate	UUIQMZJEGPQKFD-UHFFFAOYSA-N	InChI=1S/C5H10O2/c1-3-4-5(6)7-2/h3-4H2,1-2H3	CCCC(=O)OC
CAS:78-85-3	6562	CAS:78-85-3	Methacrolein	2-methylprop-2-enal	STNJBCKSHOAVAJ-UHFFFAOYSA-N	InChI=1S/C4H6O/c1-4(2)3-5/h3H,1H2,2H3	CC(=C)C=O
CAS:2921-88-2	2730	CAS:2921-88-2	Chlorpyrifos	diethoxy-sulfanylidene-(3,5,6-trichloropyridin-2-yl)oxy-lambda5-phosphane	SBPBAQFWLVIOKP-UHFFFAOYSA-N	InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3	CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl
CAS:83242-23-3	158333	CAS:83242-23-3	Tert-Butylphenyl diphenyl phosphate	(2-tert-butylphenyl) diphenyl phosphate	VDIFKDMFGPIVCQ-UHFFFAOYSA-N	InChI=1S/C22H23O4P/c1-22(2,3)20-16-10-11-17-21(20)26-27(23,24-18-12-6-4-7-13-18)25-19-14-8-5-9-15-19/h4-17H,1-3H3	CC(C)(C)C1=CC=CC=C1OP(=O)(OC2=CC=CC=C2)OC3=CC=CC=C3
CAS:80-05-7	6623	CAS:80-05-7	Bisphenol A	4-[2-(4-hydroxyphenyl)propan-2-yl]phenol	IISBACLAFKSPIT-UHFFFAOYSA-N	InChI=1S/C15H16O2/c1-15(2,11-3-7-13(16)8-4-11)12-5-9-14(17)10-6-12/h3-10,16-17H,1-2H3	CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O
CAS:79-94-7	6618	CAS:79-94-7	Tetrabromobisphenol A	2,6-dibromo-4-[2-(3,5-dibromo-4-hydroxyphenyl)propan-2-yl]phenol	VEORPZCZECFIRK-UHFFFAOYSA-N	InChI=1S/C15H12Br4O2/c1-15(2,7-3-9(16)13(20)10(17)4-7)8-5-11(18)14(21)12(19)6-8/h3-6,20-21H,1-2H3	CC(C)(C1=CC(=C(C(=C1)Br)O)Br)C2=CC(=C(C(=C2)Br)O)Br
CAS:119-47-1	8398	CAS:119-47-1	2,2'-Methylenebis(4-methyl-6-tert-butylphenol)	2-tert-butyl-6-[(3-tert-butyl-2-hydroxy-5-methylphenyl)methyl]-4-methylphenol	KGRVJHAUYBGFFP-UHFFFAOYSA-N	InChI=1S/C23H32O2/c1-14-9-16(20(24)18(11-14)22(3,4)5)13-17-10-15(2)12-19(21(17)25)23(6,7)8/h9-12,24-25H,13H2,1-8H3	CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O
CAS:70-30-4	3598	CAS:70-30-4	Hexachlorophene	3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol	ACGUYXCXAPNIKK-UHFFFAOYSA-N	InChI=1S/C13H6Cl6O2/c14-6-2-8(16)12(20)4(10(6)18)1-5-11(19)7(15)3-9(17)13(5)21/h2-3,20-21H,1H2	C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
CAS:86-73-7	6853	CAS:86-73-7	Fluorene	9H-fluorene	NIHNNTQXNPWCJQ-UHFFFAOYSA-N	InChI=1S/C13H10/c1-3-7-12-10(5-1)9-11-6-2-4-8-13(11)12/h1-8H,9H2	C1C2=CC=CC=C2C3=CC=CC=C31
CAS:437701-79-6	11018364	CAS:437701-79-6	2,2',3,3',4,4',5,6,6'-Nonabromodiphenyl ether	1,2,3,4,5-pentabromo-6-(2,3,4,6-tetrabromophenoxy)benzene	IEEVDIAVLGLVOW-UHFFFAOYSA-N	InChI=1S/C12HBr9O/c13-2-1-3(14)11(8(19)4(2)15)22-12-9(20)6(17)5(16)7(18)10(12)21/h1H	C1=C(C(=C(C(=C1Br)Br)Br)OC2=C(C(=C(C(=C2Br)Br)Br)Br)Br)Br
CAS:446255-39-6	71363036	CAS:446255-39-6	Benzene, 1,2,3,4-tetrabromo-5-(2,3,4,6-tetrabromophenoxy)-	1,2,3,4-tetrabromo-5-(2,3,4,6-tetrabromophenoxy)benzene	IEWFKOVTVJNWFF-UHFFFAOYSA-N	InChI=1S/C12H2Br8O/c13-3-1-5(15)12(11(20)8(3)17)21-6-2-4(14)7(16)10(19)9(6)18/h1-2H	C1=C(C(=C(C(=C1Br)Br)Br)Br)OC2=C(C(=C(C=C2Br)Br)Br)Br
CAS:117964-21-3	11967214	CAS:117964-21-3	2,2',3,3',4,4',6,6'-Octabromodiphenyl ether	1,2,3,5-tetrabromo-4-(2,3,4,6-tetrabromophenoxy)benzene	AAFUUKPTSPVXJH-UHFFFAOYSA-N	InChI=1S/C12H2Br8O/c13-3-1-5(15)11(9(19)7(3)17)21-12-6(16)2-4(14)8(18)10(12)20/h1-2H	C1=C(C(=C(C(=C1Br)Br)Br)OC2=C(C(=C(C=C2Br)Br)Br)Br)Br
CAS:437701-78-5	14149410	CAS:437701-78-5	2,2',3,3',4,5,5',6,6'-Nonabromodiphenyl ether	1,2,3,4,5-pentabromo-6-(2,3,5,6-tetrabromophenoxy)benzene	ASGZXYIDLFWXID-UHFFFAOYSA-N	InChI=1S/C12HBr9O/c13-2-1-3(14)5(16)11(4(2)15)22-12-9(20)7(18)6(17)8(19)10(12)21/h1H	C1=C(C(=C(C(=C1Br)Br)OC2=C(C(=C(C(=C2Br)Br)Br)Br)Br)Br)Br
CAS:446255-20-5	3034400	CAS:446255-20-5	Heptabromodiphenyl ether	1,2,3,4,5-pentabromo-6-(2,3-dibromophenoxy)benzene	NLBLNZDNOSSGPW-UHFFFAOYSA-N	InChI=1S/C12H3Br7O/c13-4-2-1-3-5(6(4)14)20-12-10(18)8(16)7(15)9(17)11(12)19/h1-3H	C1=CC(=C(C(=C1)Br)Br)OC2=C(C(=C(C(=C2Br)Br)Br)Br)Br
CAS:446255-50-1	72941822	CAS:446255-50-1	2,2',3,3',4,5',6,6'-Octabromodiphenyl ether	1,2,3,5-tetrabromo-4-(2,3,5,6-tetrabromophenoxy)benzene	HQWFMMKREWXIGN-UHFFFAOYSA-N	InChI=1S/C12H2Br8O/c13-3-2-6(16)11(10(20)7(3)17)21-12-8(18)4(14)1-5(15)9(12)19/h1-2H	C1=C(C(=C(C(=C1Br)Br)Br)OC2=C(C(=CC(=C2Br)Br)Br)Br)Br
CAS:67797-09-5	3290414	CAS:67797-09-5	2,2',3,3',5,5',6,6'-Octabromodiphenyl ether	1,2,4,5-tetrabromo-3-(2,3,5,6-tetrabromophenoxy)benzene	AHNZLQAZTWRRDW-UHFFFAOYSA-N	InChI=1S/C12H2Br8O/c13-3-1-4(14)8(18)11(7(3)17)21-12-9(19)5(15)2-6(16)10(12)20/h1-2H	C1=C(C(=C(C(=C1Br)Br)OC2=C(C(=CC(=C2Br)Br)Br)Br)Br)Br
CAS:337513-72-1	36160	CAS:337513-72-1	2,2',3,4,4',5,5',6-Octabromodiphenyl ether	1,2,3,4,5-pentabromo-6-(2,4,5-tribromophenoxy)benzene	RTUZOQFRIPIWPS-UHFFFAOYSA-N	InChI=1S/C12H2Br8O/c13-3-1-5(15)6(2-4(3)14)21-12-10(19)8(17)7(16)9(18)11(12)20/h1-2H	C1=C(C(=CC(=C1Br)Br)Br)OC2=C(C(=C(C(=C2Br)Br)Br)Br)Br
CAS:189084-67-1	16212144	CAS:189084-67-1	2,2',3,4,4',5,6-Heptabromodiphenyl ether	1,2,3,4,5-pentabromo-6-(2,4-dibromophenoxy)benzene	GVNRIAPLVGNZPL-UHFFFAOYSA-N	InChI=1S/C12H3Br7O/c13-4-1-2-6(5(14)3-4)20-12-10(18)8(16)7(15)9(17)11(12)19/h1-3H	C1=CC(=C(C=C1Br)Br)OC2=C(C(=C(C(=C2Br)Br)Br)Br)Br
CAS:207122-16-5	15509899	CAS:207122-16-5	2,2',3,4,4',5',6-Heptabromodiphenyl ether	1,2,3,5-tetrabromo-4-(2,4,5-tribromophenoxy)benzene	ILPSCQCLBHQUEM-UHFFFAOYSA-N	InChI=1S/C12H3Br7O/c13-4-1-6(15)9(3-5(4)14)20-12-8(17)2-7(16)10(18)11(12)19/h1-3H	C1=C(C(=CC(=C1Br)Br)Br)OC2=C(C(=C(C=C2Br)Br)Br)Br
CAS:117948-63-7	10930591	CAS:117948-63-7	Benzene, 1,2,3,5-tetrabromo-4-(2,4,6-tribromophenoxy)-	1,2,3,5-tetrabromo-4-(2,4,6-tribromophenoxy)benzene	JHDCZVAQPRXHEL-UHFFFAOYSA-N	InChI=1S/C12H3Br7O/c13-4-1-6(15)11(7(16)2-4)20-12-8(17)3-5(14)9(18)10(12)19/h1-3H	C1=C(C=C(C(=C1Br)OC2=C(C(=C(C=C2Br)Br)Br)Br)Br)Br
CAS:446255-03-4	37454	CAS:446255-03-4	Hexabromodiphenyl ethers	1,2,5-tribromo-3-(2,4,6-tribromophenoxy)benzene	OJMHGSMSQZEBFH-UHFFFAOYSA-N	InChI=1S/C12H4Br6O/c13-5-2-8(16)12(9(17)3-5)19-10-4-6(14)1-7(15)11(10)18/h1-4H	C1=C(C=C(C(=C1OC2=C(C=C(C=C2Br)Br)Br)Br)Br)Br
CAS:5436-43-1	95170	CAS:5436-43-1	2,2',4,4'-Tetrabromodiphenyl ether	2,4-dibromo-1-(2,4-dibromophenoxy)benzene	XYBSIYMGXVUVGY-UHFFFAOYSA-N	InChI=1S/C12H6Br4O/c13-7-1-3-11(9(15)5-7)17-12-4-2-8(14)6-10(12)16/h1-6H	C1=CC(=C(C=C1Br)Br)OC2=C(C=C(C=C2)Br)Br
CAS:68631-49-2	155166	CAS:68631-49-2	2,2',4,4',5,5'-Hexabromodiphenyl ether	1,2,4-tribromo-5-(2,4,5-tribromophenoxy)benzene	RZXIRSKYBISPGF-UHFFFAOYSA-N	InChI=1S/C12H4Br6O/c13-5-1-9(17)11(3-7(5)15)19-12-4-8(16)6(14)2-10(12)18/h1-4H	C1=C(C(=CC(=C1Br)Br)Br)OC2=CC(=C(C=C2Br)Br)Br
CAS:35854-94-5	11028658	CAS:35854-94-5	2,2',4,4',6,6'-Hexabromodiphenyl ether	1,3,5-tribromo-2-(2,4,6-tribromophenoxy)benzene	HRSCBOSGEKXXSI-UHFFFAOYSA-N	InChI=1S/C12H4Br6O/c13-5-1-7(15)11(8(16)2-5)19-12-9(17)3-6(14)4-10(12)18/h1-4H	C1=C(C=C(C(=C1Br)OC2=C(C=C(C=C2Br)Br)Br)Br)Br
CAS:243982-82-3	15509892	CAS:243982-82-3	2,2',4,5'-Tetrabromodiphenyl ether	1,4-dibromo-2-(2,4-dibromophenoxy)benzene	QWVDUBDYUPHNHY-UHFFFAOYSA-N	InChI=1S/C12H6Br4O/c13-7-2-4-11(10(16)5-7)17-12-6-8(14)1-3-9(12)15/h1-6H	C1=CC(=C(C=C1Br)Br)OC2=C(C=CC(=C2)Br)Br
CAS:205-99-2	9153	CAS:205-99-2	Benzo[b]fluoranthene	pentacyclo[10.7.1.02,7.08,20.013,18]icosa-1(19),2(7),3,5,8(20),9,11,13,15,17-decaene	FTOVXSOBNPWTSH-UHFFFAOYSA-N	InChI=1S/C20H12/c1-2-7-14-13(6-1)12-19-16-9-4-3-8-15(16)18-11-5-10-17(14)20(18)19/h1-12H	C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1
CAS:624-92-0	12232	CAS:624-92-0	Dimethyl disulfide	(methyldisulfanyl)methane	WQOXQRCZOLPYPM-UHFFFAOYSA-N	InChI=1S/C2H6S2/c1-3-4-2/h1-2H3	CSSC
CAS:189084-68-2	12110099	CAS:189084-68-2	2,3,3',4,4',5,6-Heptabromodiphenyl ether	1,2,3,4,5-pentabromo-6-(3,4-dibromophenoxy)benzene	OUEYHQIMJGHOQN-UHFFFAOYSA-N	InChI=1S/C12H3Br7O/c13-5-2-1-4(3-6(5)14)20-12-10(18)8(16)7(15)9(17)11(12)19/h1-3H	C1=CC(=C(C=C1OC2=C(C(=C(C(=C2Br)Br)Br)Br)Br)Br)Br
CAS:446255-30-7	53485723	CAS:446255-30-7	2,3,3',4,4',5',6-Heptabromodiphenyl ether	1,2,3,5-tetrabromo-4-(3,4,5-tribromophenoxy)benzene	BNBFKFHSIPERIM-UHFFFAOYSA-N	InChI=1S/C12H3Br7O/c13-5-1-4(2-6(14)9(5)17)20-12-8(16)3-7(15)10(18)11(12)19/h1-3H	C1=C(C=C(C(=C1Br)Br)Br)OC2=C(C(=C(C=C2Br)Br)Br)Br
